"Displacements","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Stress/Strain:15","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.17763,0,0,0,0,0,0,0,0,0,0,0,0,0.55283,-0.046716,0,0.55479,0,0,0,45,0,0,0,0.84,0.2,0
0.15548,0,0,0,0,0,0,0,0,0,0,0,0,0.55428,-0.037656,0,0.55555,0,0,0,45,0,0,0,0.86,0.2,0
0.13328,0,0,0,0,0,0,0,0,0,0,0,0,0.555,-0.030016,0,0.55581,0,0,0,45,0,0,0,0.88,0.2,0
0.11107,0,0,0,0,0,0,0,0,0,0,0,0,0.55532,-0.023495,0,0.55581,0,0,0,45,0,0,0,0.9,0.2,0
0.088858,0,0,0,0,0,0,0,0,0,0,0,0,0.55542,-0.017841,0,0.5557,0,0,0,45,0,0,0,0.92,0.2,0
0.066641,0,0,0,0,0,0,0,0,0,0,0,0,0.55541,-0.01284,0,0.55556,0,0,0,45,0,0,0,0.94,0.2,0
0.044425,0,0,0,0,0,0,0,0,0,0,0,0,0.55536,-0.0083092,0,0.55542,0,0,0,45,0,0,0,0.96,0.2,0
0.022212,0,0,0,0,0,0,0,0,0,0,0,0,0.55532,-0.0040805,0,0.55533,0,0,0,45,0,0,0,0.98,0.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.5553,-6.5052e-18,0,0.5553,0,0,0,45,0,0,0,1,0.2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.54746,1.0934e-16,0,0.54746,0,0,0,45,0,0,0,0,0.22,0
0.9781,0,0,0,0,0,0,0,0,0,0,0,0,0.5475,0.00053361,0,0.5475,0,0,0,45,0,0,0,0.02,0.22,0
0.9562,0,0,0,0,0,0,0,0,0,0,0,0,0.54761,0.0010931,0,0.54761,0,0,0,45,0,0,0,0.04,0.22,0
0.93429,0,0,0,0,0,0,0,0,0,0,0,0,0.5478,0.0017054,0,0.5478,0,0,0,45,0,0,0,0.06,0.22,0
0.91238,0,0,0,0,0,0,0,0,0,0,0,0,0.54807,0.002399,0,0.54808,0,0,0,45,0,0,0,0.08,0.22,0
0.89045,0,0,0,0,0,0,0,0,0,0,0,0,0.54843,0.0032055,0,0.54843,0,0,0,45,0,0,0,0.1,0.22,0
0.8685,0,0,0,0,0,0,0,0,0,0,0,0,0.54887,0.0041606,0,0.54888,0,0,0,45,0,0,0,0.12,0.22,0
0.84654,0,0,0,0,0,0,0,0,0,0,0,0,0.54941,0.0053053,0,0.54943,0,0,0,45,0,0,0,0.14,0.22,0
0.82455,0,0,0,0,0,0,0,0,0,0,0,0,0.55005,0.0066879,0,0.55009,0,0,0,45,0,0,0,0.16,0.22,0
0.80253,0,0,0,0,0,0,0,0,0,0,0,0,0.5508,0.0083663,0,0.55086,0,0,0,45,0,0,0,0.18,0.22,0
0.78048,0,0,0,0,0,0,0,0,0,0,0,0,0.55167,0.01041,0,0.55177,0,0,0,45,0,0,0,0.2,0.22,0
0.7584,0,0,0,0,0,0,0,0,0,0,0,0,0.55267,0.012906,0,0.55282,0,0,0,45,0,0,0,0.22,0.22,0
0.73627,0,0,0,0,0,0,0,0,0,0,0,0,0.55379,0.015961,0,0.55402,0,0,0,45,0,0,0,0.24,0.22,0
0.7141,0,0,0,0,0,0,0,0,0,0,0,0,0.55504,0.019712,0,0.55539,0,0,0,45,0,0,0,0.26,0.22,0
0.69187,0,0,0,0,0,0,0,0,0,0,0,0,0.5564,0.024336,0,0.55693,0,0,0,45,0,0,0,0.28,0.22,0
0.66958,0,0,0,0,0,0,0,0,0,0,0,0,0.55784,0.030069,0,0.55864,0,0,0,45,0,0,0,0.3,0.22,0
0.64724,0,0,0,0,0,0,0,0,0,0,0,0,0.55926,0.037238,0,0.56049,0,0,0,45,0,0,0,0.32,0.22,0
0.62484,0,0,0,0,0,0,0,0,0,0,0,0,0.56045,0.046313,0,0.56234,0,0,0,45,0,0,0,0.34,0.22,0
0.60241,0,0,0,0,0,0,0,0,0,0,0,0,0.56088,0.057997,0,0.56384,0,0,0,45,0,0,0,0.36,0.22,0
0.57997,0,0,0,0,0,0,0,0,0,0,0,0,0.5586,0.07333,0,0.56335,0,0,0,45,0,0,0,0.38,0.22,0
0.55772,0,0,0,0,0,0,0,0,0,0,0,0,0.55332,0.093498,0,0.56114,0,0,0,45,0,0,0,0.4,0.22,0
0.53571,0,0,0,0,0,0,0,0,0,0,0,0,0.53786,0.1092,0,0.5487,0,0,0,45,0,0,0,0.42,0.22,0
0.51469,0,0,0,0,0,0,0,0,0,0,0,0,0.53557,0.13986,0,0.55335,0,0,0,45,0,0,0,0.44,0.22,0
0.49286,0,0,0,0,0,0,0,0,0,0,0,0,0.64023,0.096591,0,0.64945,0,0,0,45,0,0,0,0.46,0.22,0
0.47715,0,0,0,0,0,0,0,0,0,0,0,0,0.54138,0.014384,0,0.54138,0,0,0,45,0,0,0,0.48,0.22,0
0.46431,0,0,0,0,0,0,0,0,0,0,0,0,0.66036,-0.013126,0,0.66017,0,0,0,45,0,0,0,0.5,0.22,0
0.45073,0,0,0,0,0,0,0,0,0,0,0,0,0.67897,0.013292,0,0.67909,0,0,0,45,0,0,0,0.52,0.22,0
0.43715,0,0,0,0,0,0,0,0,0,0,0,0,0.68547,0.015072,0,0.68566,0,0,0,45,0,0,0,0.54,0.22,0
0.42331,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0.01012,0,0.69508,0,0,0,45,0,0,0,0.56,0.22,0
0.40935,0,0,0,0,0,0,0,0,0,0,0,0,0.69931,0.0032165,0,0.69931,0,0,0,45,0,0,0,0.58,0.22,0
0.39534,0,0,0,0,0,0,0,0,0,0,0,0,0.69942,-0.0041099,0,0.69943,0,0,0,45,0,0,0,0.6,0.22,0
0.38137,0,0,0,0,0,0,0,0,0,0,0,0,0.69534,-0.010949,0,0.69543,0,0,0,45,0,0,0,0.62,0.22,0
0.36753,0,0,0,0,0,0,0,0,0,0,0,0,0.68598,-0.015779,0,0.68618,0,0,0,45,0,0,0,0.64,0.22,0
0.35393,0,0,0,0,0,0,0,0,0,0,0,0,0.67957,-0.013837,0,0.6797,0,0,0,45,0,0,0,0.66,0.22,0
0.34035,0,0,0,0,0,0,0,0,0,0,0,0,0.66094,0.012775,0,0.66075,0,0,0,45,0,0,0,0.68,0.22,0
0.32749,0,0,0,0,0,0,0,0,0,0,0,0,0.54181,-0.014621,0,0.54181,0,0,0,45,0,0,0,0.7,0.22,0
0.31177,0,0,0,0,0,0,0,0,0,0,0,0,0.6407,-0.096935,0,0.64998,0,0,0,45,0,0,0,0.72,0.22,0
0.28993,0,0,0,0,0,0,0,0,0,0,0,0,0.53593,-0.14034,0,0.55382,0,0,0,45,0,0,0,0.74,0.22,0
0.26889,0,0,0,0,0,0,0,0,0,0,0,0,0.53831,-0.11001,0,0.54931,0,0,0,45,0,0,0,0.76,0.22,0
0.24686,0,0,0,0,0,0,0,0,0,0,0,0,0.5541,-0.094661,0,0.56211,0,0,0,45,0,0,0,0.78,0.22,0
0.22457,0,0,0,0,0,0,0,0,0,0,0,0,0.55995,-0.074736,0,0.56487,0,0,0,45,0,0,0,0.8,0.22,0
0.20207,0,0,0,0,0,0,0,0,0,0,0,0,0.56297,-0.059386,0,0.56606,0,0,0,45,0,0,0,0.82,0.22,0
0.17953,0,0,0,0,0,0,0,0,0,0,0,0,0.56335,-0.047388,0,0.56532,0,0,0,45,0,0,0,0.84,0.22,0
0.157,0,0,0,0,0,0,0,0,0,0,0,0,0.56295,-0.037744,0,0.56421,0,0,0,45,0,0,0,0.86,0.22,0
0.13449,0,0,0,0,0,0,0,0,0,0,0,0,0.56227,-0.029813,0,0.56305,0,0,0,45,0,0,0,0.88,0.22,0
0.11202,0,0,0,0,0,0,0,0,0,0,0,0,0.56151,-0.023168,0,0.56198,0,0,0,45,0,0,0,0.9,0.22,0
0.089572,0,0,0,0,0,0,0,0,0,0,0,0,0.5608,-0.017494,0,0.56106,0,0,0,45,0,0,0,0.92,0.22,0
0.067153,0,0,0,0,0,0,0,0,0,0,0,0,0.56019,-0.012538,0,0.56033,0,0,0,45,0,0,0,0.94,0.22,0
0.044757,0,0,0,0,0,0,0,0,0,0,0,0,0.55974,-0.0080897,0,0.55979,0,0,0,45,0,0,0,0.96,0.22,0
0.022374,0,0,0,0,0,0,0,0,0,0,0,0,0.55946,-0.0039658,0,0.55947,0,0,0,45,0,0,0,0.98,0.22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.55936,8.0231e-18,0,0.55936,0,0,0,45,0,0,0,1,0.22,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.54796,3.9601e-17,0,0.54796,0,0,0,45,0,0,0,0,0.24,0
0.97808,0,0,0,0,0,0,0,0,0,0,0,0,0.54801,0.00044687,0,0.54801,0,0,0,45,0,0,0,0.02,0.24,0
0.95616,0,0,0,0,0,0,0,0,0,0,0,0,0.54816,0.00091802,0,0.54816,0,0,0,45,0,0,0,0.04,0.24,0
0.93423,0,0,0,0,0,0,0,0,0,0,0,0,0.54841,0.0014386,0,0.54842,0,0,0,45,0,0,0,0.06,0.24,0
0.91229,0,0,0,0,0,0,0,0,0,0,0,0,0.54878,0.0020356,0,0.54878,0,0,0,45,0,0,0,0.08,0.24,0
0.89033,0,0,0,0,0,0,0,0,0,0,0,0,0.54926,0.0027388,0,0.54927,0,0,0,45,0,0,0,0.1,0.24,0
0.86835,0,0,0,0,0,0,0,0,0,0,0,0,0.54987,0.0035819,0,0.54988,0,0,0,45,0,0,0,0.12,0.24,0
0.84634,0,0,0,0,0,0,0,0,0,0,0,0,0.55062,0.0046041,0,0.55064,0,0,0,45,0,0,0,0.14,0.24,0
0.8243,0,0,0,0,0,0,0,0,0,0,0,0,0.55152,0.0058519,0,0.55155,0,0,0,45,0,0,0,0.16,0.24,0
0.80222,0,0,0,0,0,0,0,0,0,0,0,0,0.5526,0.0073812,0,0.55265,0,0,0,45,0,0,0,0.18,0.24,0
0.78009,0,0,0,0,0,0,0,0,0,0,0,0,0.55388,0.0092603,0,0.55395,0,0,0,45,0,0,0,0.2,0.24,0
0.75791,0,0,0,0,0,0,0,0,0,0,0,0,0.55538,0.011574,0,0.5555,0,0,0,45,0,0,0,0.22,0.24,0
0.73566,0,0,0,0,0,0,0,0,0,0,0,0,0.55713,0.014429,0,0.55732,0,0,0,45,0,0,0,0.24,0.24,0
0.71333,0,0,0,0,0,0,0,0,0,0,0,0,0.55917,0.017964,0,0.55946,0,0,0,45,0,0,0,0.26,0.24,0
0.69092,0,0,0,0,0,0,0,0,0,0,0,0,0.56154,0.022358,0,0.56198,0,0,0,45,0,0,0,0.28,0.24,0
0.66841,0,0,0,0,0,0,0,0,0,0,0,0,0.56428,0.027859,0,0.56497,0,0,0,45,0,0,0,0.3,0.24,0
0.64578,0,0,0,0,0,0,0,0,0,0,0,0,0.56746,0.034816,0,0.56852,0,0,0,45,0,0,0,0.32,0.24,0
0.62301,0,0,0,0,0,0,0,0,0,0,0,0,0.57111,0.043768,0,0.57277,0,0,0,45,0,0,0,0.34,0.24,0
0.60009,0,0,0,0,0,0,0,0,0,0,0,0,0.57517,0.055622,0,0.57783,0,0,0,45,0,0,0,0.36,0.24,0
0.577,0,0,0,0,0,0,0,0,0,0,0,0,0.57934,0.072136,0,0.58376,0,0,0,45,0,0,0,0.38,0.24,0
0.55375,0,0,0,0,0,0,0,0,0,0,0,0,0.57199,0.097474,0,0.57996,0,0,0,45,0,0,0,0.4,0.24,0
0.53124,0,0,0,0,0,0,0,0,0,0,0,0,0.57256,0.14393,0,0.59026,0,0,0,45,0,0,0,0.42,0.24,0
0.50794,0,0,0,0,0,0,0,0,0,0,0,0,0.67715,0.1121,0,0.6877,0,0,0,45,0,0,0,0.44,0.24,0
0.49138,0,0,0,0,0,0,0,0,0,0,0,0,0.56631,0.015583,0,0.56597,0,0,0,45,0,0,0,0.46,0.24,0
0.4781,0,0,0,0,0,0,0,0,0,0,0,0,0.67782,-0.02508,0,0.67807,0,0,0,45,0,0,0,0.48,0.24,0
0.46427,0,0,0,0,0,0,0,0,0,0,0,0,0.68579,-0.0021054,0,0.68573,0,0,0,45,0,0,0,0.5,0.24,0
0.45067,0,0,0,0,0,0,0,0,0,0,0,0,0.68266,0.0022604,0,0.68266,0,0,0,45,0,0,0,0.52,0.24,0
0.43696,0,0,0,0,0,0,0,0,0,0,0,0,0.68741,0.0062463,0,0.68745,0,0,0,45,0,0,0,0.54,0.24,0
0.42317,0,0,0,0,0,0,0,0,0,0,0,0,0.69143,0.005014,0,0.69145,0,0,0,45,0,0,0,0.56,0.24,0
0.4093,0,0,0,0,0,0,0,0,0,0,0,0,0.69415,0.0014785,0,0.69415,0,0,0,45,0,0,0,0.58,0.24,0
0.39541,0,0,0,0,0,0,0,0,0,0,0,0,0.69431,-0.0026588,0,0.69431,0,0,0,45,0,0,0,0.6,0.24,0
0.38153,0,0,0,0,0,0,0,0,0,0,0,0,0.69188,-0.0060973,0,0.69191,0,0,0,45,0,0,0,0.62,0.24,0
0.36773,0,0,0,0,0,0,0,0,0,0,0,0,0.68811,-0.0071357,0,0.68815,0,0,0,45,0,0,0,0.64,0.24,0
0.35401,0,0,0,0,0,0,0,0,0,0,0,0,0.68348,-0.0028654,0,0.68348,0,0,0,45,0,0,0,0.66,0.24,0
0.34039,0,0,0,0,0,0,0,0,0,0,0,0,0.68658,0.0018278,0,0.68652,0,0,0,45,0,0,0,0.68,0.24,0
0.32654,0,0,0,0,0,0,0,0,0,0,0,0,0.67839,0.025081,0,0.67862,0,0,0,45,0,0,0,0.7,0.24,0
0.31326,0,0,0,0,0,0,0,0,0,0,0,0,0.5665,-0.015654,0,0.56617,0,0,0,45,0,0,0,0.72,0.24,0
0.29669,0,0,0,0,0,0,0,0,0,0,0,0,0.67721,-0.11249,0,0.68783,0,0,0,45,0,0,0,0.74,0.24,0
0.2734,0,0,0,0,0,0,0,0,0,0,0,0,0.57255,-0.14482,0,0.59046,0,0,0,45,0,0,0,0.76,0.24,0
0.25089,0,0,0,0,0,0,0,0,0,0,0,0,0.57234,-0.099199,0,0.5806,0,0,0,45,0,0,0,0.78,0.24,0
0.22761,0,0,0,0,0,0,0,0,0,0,0,0,0.58049,-0.074461,0,0.58518,0,0,0,45,0,0,0,0.8,0.24,0
0.20445,0,0,0,0,0,0,0,0,0,0,0,0,0.57739,-0.058056,0,0.58028,0,0,0,45,0,0,0,0.82,0.24,0
0.18142,0,0,0,0,0,0,0,0,0,0,0,0,0.57447,-0.045828,0,0.57628,0,0,0,45,0,0,0,0.84,0.24,0
0.15849,0,0,0,0,0,0,0,0,0,0,0,0,0.57186,-0.03618,0,0.57299,0,0,0,45,0,0,0,0.86,0.24,0
0.13567,0,0,0,0,0,0,0,0,0,0,0,0,0.56958,-0.028355,0,0.57028,0,0,0,45,0,0,0,0.88,0.24,0
0.11293,0,0,0,0,0,0,0,0,0,0,0,0,0.56764,-0.02189,0,0.56806,0,0,0,45,0,0,0,0.9,0.24,0
0.090258,0,0,0,0,0,0,0,0,0,0,0,0,0.56605,-0.016442,0,0.56629,0,0,0,45,0,0,0,0.92,0.24,0
0.067644,0,0,0,0,0,0,0,0,0,0,0,0,0.56481,-0.011737,0,0.56493,0,0,0,45,0,0,0,0.94,0.24,0
0.045073,0,0,0,0,0,0,0,0,0,0,0,0,0.56393,-0.0075514,0,0.56398,0,0,0,45,0,0,0,0.96,0.24,0
0.022529,0,0,0,0,0,0,0,0,0,0,0,0,0.56341,-0.0036958,0,0.56342,0,0,0,45,0,0,0,0.98,0.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.56323,2.1684e-19,0,0.56323,0,0,0,45,0,0,0,1,0.24,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.54836,5.7339e-16,0,0.54836,0,0,0,45,0,0,0,0,0.26,0
0.97807,0,0,0,0,0,0,0,0,0,0,0,0,0.54842,0.00033612,0,0.54842,0,0,0,45,0,0,0,0.02,0.26,0
0.95613,0,0,0,0,0,0,0,0,0,0,0,0,0.5486,0.00069404,0,0.54861,0,0,0,45,0,0,0,0.04,0.26,0
0.93418,0,0,0,0,0,0,0,0,0,0,0,0,0.54892,0.0010964,0,0.54892,0,0,0,45,0,0,0,0.06,0.26,0
0.91221,0,0,0,0,0,0,0,0,0,0,0,0,0.54937,0.0015673,0,0.54937,0,0,0,45,0,0,0,0.08,0.26,0
0.89023,0,0,0,0,0,0,0,0,0,0,0,0,0.54997,0.0021338,0,0.54997,0,0,0,45,0,0,0,0.1,0.26,0
0.86821,0,0,0,0,0,0,0,0,0,0,0,0,0.55073,0.0028263,0,0.55074,0,0,0,45,0,0,0,0.12,0.26,0
0.84617,0,0,0,0,0,0,0,0,0,0,0,0,0.55168,0.0036805,0,0.55169,0,0,0,45,0,0,0,0.14,0.26,0
0.82408,0,0,0,0,0,0,0,0,0,0,0,0,0.55283,0.0047386,0,0.55285,0,0,0,45,0,0,0,0.16,0.26,0
0.80194,0,0,0,0,0,0,0,0,0,0,0,0,0.55421,0.0060517,0,0.55424,0,0,0,45,0,0,0,0.18,0.26,0
0.77974,0,0,0,0,0,0,0,0,0,0,0,0,0.55586,0.0076827,0,0.55592,0,0,0,45,0,0,0,0.2,0.26,0
0.75747,0,0,0,0,0,0,0,0,0,0,0,0,0.55783,0.0097098,0,0.55792,0,0,0,45,0,0,0,0.22,0.26,0
0.73512,0,0,0,0,0,0,0,0,0,0,0,0,0.56018,0.012232,0,0.56031,0,0,0,45,0,0,0,0.24,0.26,0
0.71266,0,0,0,0,0,0,0,0,0,0,0,0,0.56297,0.015375,0,0.56318,0,0,0,45,0,0,0,0.26,0.26,0
0.69008,0,0,0,0,0,0,0,0,0,0,0,0,0.5663,0.019306,0,0.56663,0,0,0,45,0,0,0,0.28,0.26,0
0.66736,0,0,0,0,0,0,0,0,0,0,0,0,0.5703,0.024245,0,0.57081,0,0,0,45,0,0,0,0.3,0.26,0
0.64446,0,0,0,0,0,0,0,0,0,0,0,0,0.57517,0.030502,0,0.57598,0,0,0,45,0,0,0,0.32,0.26,0
0.62134,0,0,0,0,0,0,0,0,0,0,0,0,0.58125,0.038537,0,0.58253,0,0,0,45,0,0,0,0.34,0.26,0
0.59796,0,0,0,0,0,0,0,0,0,0,0,0,0.58925,0.049119,0,0.59128,0,0,0,45,0,0,0,0.36,0.26,0
0.5742,0,0,0,0,0,0,0,0,0,0,0,0,0.60045,0.063777,0,0.60381,0,0,0,45,0,0,0,0.38,0.26,0
0.54992,0,0,0,0,0,0,0,0,0,0,0,0,0.62511,0.086268,0,0.63085,0,0,0,45,0,0,0,0.4,0.26,0
0.52419,0,0,0,0,0,0,0,0,0,0,0,0,0.74431,0.17434,0,0.76284,0,0,0,45,0,0,0,0.42,0.26,0
0.50602,0,0,0,0,0,0,0,0,0,0,0,0,0.60731,0.033107,0,0.6072,0,0,0,45,0,0,0,0.44,0.26,0
0.4923,0,0,0,0,0,0,0,0,0,0,0,0,0.69685,-0.018264,0,0.69694,0,0,0,45,0,0,0,0.46,0.26,0
0.47815,0,0,0,0,0,0,0,0,0,0,0,0,0.69763,-0.0034463,0,0.69758,0,0,0,45,0,0,0,0.48,0.26,0
0.46439,0,0,0,0,0,0,0,0,0,0,0,0,0.6877,-0.0036973,0,0.68771,0,0,0,45,0,0,0,0.5,0.26,0
0.45064,0,0,0,0,0,0,0,0,0,0,0,0,0.68732,0.00046061,0,0.68732,0,0,0,45,0,0,0,0.52,0.26,0
0.4369,0,0,0,0,0,0,0,0,0,0,0,0,0.68823,0.0019412,0,0.68823,0,0,0,45,0,0,0,0.54,0.26,0
0.42311,0,0,0,0,0,0,0,0,0,0,0,0,0.69024,0.0018092,0,0.69024,0,0,0,45,0,0,0,0.56,0.26,0
0.40929,0,0,0,0,0,0,0,0,0,0,0,0,0.69163,0.00022773,0,0.69163,0,0,0,45,0,0,0,0.58,0.26,0
0.39545,0,0,0,0,0,0,0,0,0,0,0,0,0.69185,-0.0017914,0,0.69185,0,0,0,45,0,0,0,0.6,0.26,0
0.38162,0,0,0,0,0,0,0,0,0,0,0,0,0.69086,-0.003245,0,0.69087,0,0,0,45,0,0,0,0.62,0.26,0
0.36781,0,0,0,0,0,0,0,0,0,0,0,0,0.68921,-0.0031092,0,0.68922,0,0,0,45,0,0,0,0.64,0.26,0
0.35405,0,0,0,0,0,0,0,0,0,0,0,0,0.68853,-0.0012036,0,0.68853,0,0,0,45,0,0,0,0.66,0.26,0
0.34027,0,0,0,0,0,0,0,0,0,0,0,0,0.68889,0.0035379,0,0.6889,0,0,0,45,0,0,0,0.68,0.26,0
0.32649,0,0,0,0,0,0,0,0,0,0,0,0,0.69842,0.0039269,0,0.69837,0,0,0,45,0,0,0,0.7,0.26,0
0.31234,0,0,0,0,0,0,0,0,0,0,0,0,0.69684,0.019039,0,0.69693,0,0,0,45,0,0,0,0.72,0.26,0
0.29862,0,0,0,0,0,0,0,0,0,0,0,0,0.6065,-0.03303,0,0.60639,0,0,0,45,0,0,0,0.74,0.26,0
0.28048,0,0,0,0,0,0,0,0,0,0,0,0,0.74305,-0.17528,0,0.76179,0,0,0,45,0,0,0,0.76,0.26,0
0.2548,0,0,0,0,0,0,0,0,0,0,0,0,0.62446,-0.088893,0,0.63058,0,0,0,45,0,0,0,0.78,0.26,0
0.23052,0,0,0,0,0,0,0,0,0,0,0,0,0.60109,-0.067637,0,0.60486,0,0,0,45,0,0,0,0.8,0.26,0
0.20671,0,0,0,0,0,0,0,0,0,0,0,0,0.5916,-0.053122,0,0.59397,0,0,0,45,0,0,0,0.82,0.26,0
0.18319,0,0,0,0,0,0,0,0,0,0,0,0,0.58522,-0.041891,0,0.58671,0,0,0,45,0,0,0,0.84,0.26,0
0.15989,0,0,0,0,0,0,0,0,0,0,0,0,0.58043,-0.032856,0,0.58135,0,0,0,45,0,0,0,0.86,0.26,0
0.13676,0,0,0,0,0,0,0,0,0,0,0,0,0.57656,-0.025569,0,0.57712,0,0,0,45,0,0,0,0.88,0.26,0
0.11377,0,0,0,0,0,0,0,0,0,0,0,0,0.57342,-0.019618,0,0.57376,0,0,0,45,0,0,0,0.9,0.26,0
0.090887,0,0,0,0,0,0,0,0,0,0,0,0,0.57095,-0.014662,0,0.57113,0,0,0,45,0,0,0,0.92,0.26,0
0.068092,0,0,0,0,0,0,0,0,0,0,0,0,0.56908,-0.010426,0,0.56917,0,0,0,45,0,0,0,0.94,0.26,0
0.045361,0,0,0,0,0,0,0,0,0,0,0,0,0.56778,-0.0066903,0,0.56781,0,0,0,45,0,0,0,0.96,0.26,0
0.02267,0,0,0,0,0,0,0,0,0,0,0,0,0.56701,-0.0032691,0,0.56702,0,0,0,45,0,0,0,0.98,0.26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.56675,2.1684e-19,0,0.56675,0,0,0,45,0,0,0,1,0.26,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.54863,2.0933e-15,0,0.54863,0,0,0,45,0,0,0,0,0.28,0
0.97806,0,0,0,0,0,0,0,0,0,0,0,0,0.5487,0.00020383,0,0.5487,0,0,0,45,0,0,0,0.02,0.28,0
0.9561,0,0,0,0,0,0,0,0,0,0,0,0,0.54892,0.00042619,0,0.54892,0,0,0,45,0,0,0,0.04,0.28,0
0.93414,0,0,0,0,0,0,0,0,0,0,0,0,0.54929,0.0006863,0,0.54929,0,0,0,45,0,0,0,0.06,0.28,0
0.91216,0,0,0,0,0,0,0,0,0,0,0,0,0.54982,0.0010048,0,0.54982,0,0,0,45,0,0,0,0.08,0.28,0
0.89016,0,0,0,0,0,0,0,0,0,0,0,0,0.55052,0.0014045,0,0.55052,0,0,0,45,0,0,0,0.1,0.28,0
0.86812,0,0,0,0,0,0,0,0,0,0,0,0,0.55142,0.0019114,0,0.55142,0,0,0,45,0,0,0,0.12,0.28,0
0.84604,0,0,0,0,0,0,0,0,0,0,0,0,0.55253,0.0025558,0,0.55254,0,0,0,45,0,0,0,0.14,0.28,0
0.82392,0,0,0,0,0,0,0,0,0,0,0,0,0.5539,0.0033739,0,0.5539,0,0,0,45,0,0,0,0.16,0.28,0
0.80173,0,0,0,0,0,0,0,0,0,0,0,0,0.55555,0.0044093,0,0.55556,0,0,0,45,0,0,0,0.18,0.28,0
0.77947,0,0,0,0,0,0,0,0,0,0,0,0,0.55754,0.0057156,0,0.55757,0,0,0,45,0,0,0,0.2,0.28,0
0.75713,0,0,0,0,0,0,0,0,0,0,0,0,0.55993,0.0073596,0,0.55998,0,0,0,45,0,0,0,0.22,0.28,0
0.73468,0,0,0,0,0,0,0,0,0,0,0,0,0.56279,0.0094249,0,0.56287,0,0,0,45,0,0,0,0.24,0.28,0
0.7121,0,0,0,0,0,0,0,0,0,0,0,0,0.56624,0.012017,0,0.56637,0,0,0,45,0,0,0,0.26,0.28,0
0.68938,0,0,0,0,0,0,0,0,0,0,0,0,0.57041,0.015271,0,0.57061,0,0,0,45,0,0,0,0.28,0.28,0
0.66647,0,0,0,0,0,0,0,0,0,0,0,0,0.57548,0.019357,0,0.57581,0,0,0,45,0,0,0,0.3,0.28,0
0.64334,0,0,0,0,0,0,0,0,0,0,0,0,0.58175,0.02449,0,0.58227,0,0,0,45,0,0,0,0.32,0.28,0
0.61993,0,0,0,0,0,0,0,0,0,0,0,0,0.58973,0.03094,0,0.59055,0,0,0,45,0,0,0,0.34,0.28,0
0.59616,0,0,0,0,0,0,0,0,0,0,0,0,0.60041,0.03904,0,0.60169,0,0,0,45,0,0,0,0.36,0.28,0
0.5719,0,0,0,0,0,0,0,0,0,0,0,0,0.6165,0.04913,0,0.61849,0,0,0,45,0,0,0,0.38,0.28,0
0.54684,0,0,0,0,0,0,0,0,0,0,0,0,0.64587,0.061428,0,0.64893,0,0,0,45,0,0,0,0.4,0.28,0
0.52023,0,0,0,0,0,0,0,0,0,0,0,0,0.67761,0.096924,0,0.68578,0,0,0,45,0,0,0,0.42,0.28,0
0.50643,0,0,0,0,0,0,0,0,0,0,0,0,0.70296,0.0099833,0,0.70221,0,0,0,45,0,0,0,0.44,0.28,0
0.49211,0,0,0,0,0,0,0,0,0,0,0,0,0.70483,0.0086886,0,0.70483,0,0,0,45,0,0,0,0.46,0.28,0
0.47824,0,0,0,0,0,0,0,0,0,0,0,0,0.69239,-0.0005696,0,0.69239,0,0,0,45,0,0,0,0.48,0.28,0
0.46442,0,0,0,0,0,0,0,0,0,0,0,0,0.68969,-0.00065881,0,0.68969,0,0,0,45,0,0,0,0.5,0.28,0
0.45065,0,0,0,0,0,0,0,0,0,0,0,0,0.68829,-0.00043905,0,0.68829,0,0,0,45,0,0,0,0.52,0.28,0
0.43688,0,0,0,0,0,0,0,0,0,0,0,0,0.68876,0.0001375,0,0.68876,0,0,0,45,0,0,0,0.54,0.28,0
0.4231,0,0,0,0,0,0,0,0,0,0,0,0,0.68972,4.1036e-05,0,0.68972,0,0,0,45,0,0,0,0.56,0.28,0
0.4093,0,0,0,0,0,0,0,0,0,0,0,0,0.69055,-0.00061244,0,0.69055,0,0,0,45,0,0,0,0.58,0.28,0
0.39548,0,0,0,0,0,0,0,0,0,0,0,0,0.69083,-0.0014582,0,0.69083,0,0,0,45,0,0,0,0.6,0.28,0
0.38166,0,0,0,0,0,0,0,0,0,0,0,0,0.69057,-0.0019658,0,0.69057,0,0,0,45,0,0,0,0.62,0.28,0
